Sr.No,Stock,Sector,Shares Held or Principal Amt,Market Value,% of Portfolio,Previous % of Portfolio,Ranked,Change in Shares,% Change,% Ownership,Qtr 1st Owned,Estimated Avg Price Paid,Quarter End Price,Recent Price,Source,Source Date,Date Reported
159,NXPI,INFORMATION TECHNOLOGY,23626179,4372733000,0.12,0.14,153,"284,398",0.01,0.09,Q1 2011,135.8,185.08,152.02,13F,2022-09-06,2022-10-18
160,ITOT,FINANCE,43090076,4349512000,0.11,0.11,154,"1,312,235",0.03,,Q1 2015,76.14,100.94,86.45,13F,2022-09-07,2022-10-19
161,HCA,HEALTH CARE,17302042,4336237000,0.11,0.11,155,"925,010",0.05,0.0586,Q1 2011,102.14,250.62,174.66,13F,2022-09-08,2022-10-20
162,SHW,MATERIALS,17303618,4319329000,0.11,0.15,156,"149,496",,0.0665,Q3 2007,287.85,249.62,239.49,13F,2022-09-09,2022-10-21
163,DXCM,HEALTH CARE,33749320,4316538000,0.11,0.11,157,"1,235,504",0.03,0.086,Q3 2010,205.23,127.9,81.92,13F,2022-09-10,2022-10-22
164,MPC,ENERGY,50435282,4312219000,0.11,0.09,158,"6,190,922",-0.1,0.0932,Q3 2011,50.44,85.5,83.43,13F,2022-09-11,2022-10-23
165,KLAC,INFORMATION TECHNOLOGY,11598754,4245843000,0.11,0.12,159,"274,070",0.02,0.0777,Q3 2007,112.35,366.06,314.17,13F,2022-09-12,2022-10-24
166,ETN,CONSUMER DISCRETIONARY,27959368,4243113000,0.11,0.12,160,"1,449,671",0.05,0.0701,Q2 2013,78.27,151.76,129.59,13F,2022-09-13,2022-10-25
167,KR,CONSUMER STAPLES,72945025,4184855000,0.11,0.08,161,"176,083",,0.1012,Q3 2007,29.91,57.37,48.74,13F,2022-09-14,2022-10-26
168,MCO,FINANCE,12374168,4175168000,0.11,0.12,162,"555,419",0.04,0.0671,Q3 2007,164.46,337.41,284.94,13F,2022-09-15,2022-10-27
169,FISV,INFORMATION TECHNOLOGY,41143679,4171970000,0.11,0.11,163,"834,377",0.02,0.0631,Q4 2008,70.94,101.4,93.35,13F,2022-09-16,2022-10-28
170,PAYX,INFORMATION TECHNOLOGY,30565936,4171334000,0.11,0.11,164,"185,683",,0.0847,Q4 2008,66.7,136.47,116.52,13F,2022-09-17,2022-10-29
171,ILMN,HEALTH CARE,11730763,4098728000,0.11,0.11,165,"53,454",,0.0747,Q4 2009,212.47,349.4,202.2,13F,2022-09-18,2022-10-30
172,CTSH,INFORMATION TECHNOLOGY,45653375,4093738000,0.11,0.1,166,"643,952",-0.01,0.0876,Q4 2008,62.9,89.67,67.58,13F,2022-09-19,2022-10-31
173,DG,CONSUMER DISCRETIONARY,18305477,4075351000,0.11,0.11,167,"93,938",,0.0806,Q4 2009,90.83,222.63,254.86,13F,2022-09-20,2022-11-01
174,AEP,UTILITIES AND TELECOMMUNICATIONS,40661817,4056828000,0.11,0.09,168,"799,504",-0.01,0.0792,Q2 2008,70.94,99.77,94.52,13F,2022-09-21,2022-11-02
175,A,INFORMATION TECHNOLOGY,30082335,3980792000,0.11,0.12,169,"730,116",0.02,0.1007,Q3 2007,72.37,132.33,123.15,13F,2022-09-22,2022-11-03
176,COF,FINANCE,30294568,3977373000,0.11,0.13,170,"3,759,777",-0.11,0.0771,Q3 2007,88.54,131.29,108.84,13F,2022-09-23,2022-11-04
177,VLO,ENERGY,39071890,3967359000,0.1,0.07,171,"1,522,347",0.04,0.0957,Q3 2007,67.23,101.54,106.34,13F,2022-09-24,2022-11-05
178,FTNT,INFORMATION TECHNOLOGY,57807160,3951005000,0.1,0.11,172,"533,040",,0.072,Q4 2009,64.87,68.35,61.62,13F,2022-09-25,2022-11-06
179,ED,UTILITIES AND TELECOMMUNICATIONS,41576107,3936426000,0.1,0.1,173,"3,837,025",-0.08,0.1173,Q3 2007,78.93,94.68,92.3,13F,2022-09-26,2022-11-07
180,JCI,INDUSTRIALS,59426849,3896620000,0.1,0.12,174,"825,710",0.01,0.0854,Q2 2009,42.97,65.57,47.43,13F,2022-09-27,2022-11-08
181,NOC,INDUSTRIALS,8661928,3873788000,0.1,0.09,175,"30,408",,0.0557,Q3 2007,248.65,447.22,479.38,13F,2022-09-28,2022-11-09
182,AIG,FINANCE,71191626,4468699000,0.12,0.11,151,"2,851,746",-0.03,0.0899,Q4 2008,56.85,62.77,51.79,13F,2022-09-29,2022-11-10
183,WMB,ENERGY,122018488,3808197010,0.1,0.1,176,"8,405,413",0.07,0.1002,-,,,31.18,13G,2022-09-30,2022-11-11
184,FDX,TRANSPORTS,16452030,3806835000,0.1,0.11,177,"96,597",,0.0635,Q3 2007,196.82,231.39,231.35,13F,2022-10-01,2022-11-12
185,PRU,FINANCE,32183900,3803171000,0.1,0.09,178,"465,588",0.01,0.0858,Q3 2007,97.51,118.17,96.6,13F,2022-10-02,2022-11-13
186,ADM,CONSUMER STAPLES,41829477,3775525000,0.1,0.07,179,"2,665,942",0.06,0.0743,Q4 2008,48.86,90.26,74.4,13F,2022-10-03,2022-11-14
187,DLR,REAL ESTATE,26493301,3756752000,0.1,0.12,180,"585,398",-0.02,0.0931,Q1 2009,121.13,141.8,128.43,13F,2022-10-04,2022-11-15
188,EMR,INDUSTRIALS,38296210,3754941000,0.1,0.09,181,"1,007,442",0.02,0.0645,Q3 2007,62.4,98.05,80.87,13F,2022-10-05,2022-11-16
189,PANW,INFORMATION TECHNOLOGY,6022054,3748788000,0.1,0.08,182,"319,663",0.05,0.0604,Q3 2012,174.7,622.51,517.25,13F,2022-10-06,2022-11-17
190,GD,INDUSTRIALS,15457200,3727966000,0.1,0.07,183,"1,547,786",0.11,0.0557,Q3 2007,191.17,241.18,220.58,13F,2022-10-07,2022-11-18
191,O,REAL ESTATE,53378865,3699156000,0.1,0.1,184,"2,000,570",-0.03,0.0887,Q2 2009,63.67,69.3,68.79,13F,2022-10-08,2022-11-19
192,EXC,UTILITIES AND TELECOMMUNICATIONS,77171172,3675664000,0.1,0.11,185,"28,506,554",-0.26,0.0787,Q3 2007,25.41,47.63,44.39,13F,2022-10-09,2022-11-20
193,HPQ,INFORMATION TECHNOLOGY,101201027,3673596000,0.1,0.1,186,"573,468",,0.0979,Q3 2007,18.16,36.3,31.78,13F,2022-10-10,2022-11-21
194,APD,MATERIALS,14555663,3637608000,0.1,0.11,187,"259,383",0.01,0.0656,Q3 2007,147.78,249.91,235.82,13F,2022-10-11,2022-11-22
195,AVB,REAL ESTATE,14592225,3624273000,0.1,0.1,188,"623,354",-0.04,0.1044,Q3 2008,186.37,248.37,192.59,13F,2022-10-12,2022-11-23
196,ECL,MATERIALS,20319742,3587655000,0.09,0.11,189,"1,434,495",0.07,0.0711,Q4 2008,148.16,176.56,158.89,13F,2022-10-13,2022-11-24
197,ADSK,INFORMATION TECHNOLOGY,16668342,3572858000,0.09,0.13,190,"1,097,543",-0.06,0.0767,Q4 2008,116.73,214.35,182.25,13F,2022-10-14,2022-11-25
198,MCK,HEALTH CARE,11565309,3540487000,0.09,0.08,191,"1,605,943",-0.12,0.0805,Q3 2007,152.11,306.13,321.25,13F,2022-10-15,2022-11-26
199,CNC,HEALTH CARE,41847249,3523119000,0.09,0.09,192,"689,076",0.01,0.0715,Q4 2009,53.18,84.19,85.26,13F,2022-10-16,2022-11-27
200,CTVA,MATERIALS,61242962,3520247000,0.09,0.07,193,"1,483,373",0.02,0.0846,Q2 2019,30.34,57.48,52.85,13F,2022-10-17,2022-11-28
201,MSI,INFORMATION TECHNOLOGY,14355573,3476921000,0.09,0.1,194,"31,093",,0.0858,Q3 2007,108.4,242.2,219.41,13F,2022-10-18,2022-11-29
202,NUE,MATERIALS,23345048,3470242000,0.09,0.07,195,"897,135",0.04,0.0877,Q3 2007,65.55,148.65,110.49,13F,2022-10-19,2022-11-30
203,EEM,FINANCE,76501400,3454037000,0.09,0.09,196,"2,720,412",0.03,,Q4 2007,44.32,45.15,40.09,13F,2022-10-20,2022-12-01
204,OXY,ENERGY,60601448,3438527000,0.09,0.04,197,"1,042,271",0.01,0.0647,Q3 2007,57.51,56.74,61.47,13F,2022-10-21,2022-12-02
205,TRV,FINANCE,18742665,3424847000,0.09,0.08,198,"1,041,404",-0.05,0.0781,Q3 2007,122.61,182.73,169.63,13F,2022-10-22,2022-12-03
206,IQV,HEALTH CARE,14778836,3417016000,0.09,0.11,199,"360,827",-0.02,0.0781,Q2 2013,115.97,231.21,218.85,13F,2022-10-23,2022-12-04
207,MSCI,FINANCE,6775772,3407399000,0.09,0.11,200,"45,250",,0.0834,Q4 2007,164.67,502.88,435.49,13F,2022-10-24,2022-12-05
208,WMB,ENERGY,122018488,3808197010,0.1,0.1,176,"8,405,413",0.07,0.1002,-,,,31.18,13G,2022-10-25,2022-12-06
209,MCHP,INFORMATION TECHNOLOGY,44943215,3377035000,0.09,0.1,201,"1,949,773",0.04,0.0811,Q3 2007,78.66,75.14,59.45,13F,2022-10-26,2022-12-07
210,KMB,CONSUMER STAPLES,27386495,3372921000,0.09,0.09,202,"1,481,780",0.05,0.0813,Q3 2007,130.55,123.16,134.2,13F,2022-10-27,2022-12-08
211,CMG,CONSUMER DISCRETIONARY,2130266,3370144000,0.09,0.09,203,"161,088",0.08,0.0762,Q1 2009,722.62,1582.03,1339.28,13F,2022-10-28,2022-12-09
212,ROP,INDUSTRIALS,7123411,3363890000,0.09,0.09,204,"133,463",-0.01,0.0673,Q4 2008,238.32,472.23,402.02,13F,2022-10-29,2022-12-10
213,XEL,UTILITIES AND TELECOMMUNICATIONS,46215607,3335380000,0.09,0.09,205,"7,974,758",-0.14,0.0849,Q3 2007,49.6,72.17,69.6,13F,2022-10-30,2022-12-11
214,SPY(PUT),FINANCE,7375800,3331206000,0.09,0,206,"7,225,800",48.17,,Q1 2014,,,388.67,13F,2022-10-31,2022-12-12
215,WST,HEALTH CARE,8081739,3319253000,0.09,0.1,207,"12,549",,0.1091,Q4 2009,147.94,410.71,318.48,13F,2022-11-01,2022-12-13
216,SQ,FINANCE,24430844,3312820000,0.09,0.08,208,"5,265,479",0.27,0.0471,Q4 2015,81.35,135.6,67.02,13F,2022-11-02,2022-12-14
217,EQR,REAL ESTATE,36824112,3311223000,0.09,0.09,209,"2,198,737",-0.05,0.0979,Q4 2008,64.96,89.92,71.37,13F,2022-11-03,2022-12-15
218,TIP,FINANCE,27300219,3305237514,0.09,0.09,210,"161,663",,,-,,,113.51,13G,2022-11-04,2022-12-16
219,APH,INFORMATION TECHNOLOGY,43858502,3304738000,0.09,0.1,211,"628,117",0.01,0.0734,Q3 2007,67.12,75.35,65.88,13F,2022-11-05,2022-12-17
220,IEFA,FINANCE,47364718,3292321000,0.09,0.09,212,"290,163",,,Q1 2013,62.08,69.51,58.77,13F,2022-11-06,2022-12-18
221,GIS,CONSUMER STAPLES,48512369,3285257000,0.09,0.08,213,"3,122,049",0.06,0.0806,Q3 2007,57.71,67.72,75.54,13F,2022-11-07,2022-12-19
222,PEG,UTILITIES AND TELECOMMUNICATIONS,51849257,3281020983,0.09,0.09,214,"4,599,798",0.09,0.1039,-,,,62.46,13G,2022-11-08,2022-12-20
223,DVN,ENERGY,54981392,3251050000,0.09,0.06,215,"238,439",,0.0833,Q3 2007,31.08,59.13,54.48,13F,2022-11-09,2022-12-21
224,RMD,HEALTH CARE,13359715,3239867000,0.09,0.09,216,"310,980",0.02,0.0913,Q2 2008,97.8,242.51,217.67,13F,2022-11-10,2022-12-22
225,ES,UTILITIES AND TELECOMMUNICATIONS,36444527,3214041000,0.08,0.09,217,"3,202,385",-0.08,0.1057,Q3 2008,68.12,88.19,83.32,13F,2022-11-11,2022-12-23
226,ORLY,CONSUMER DISCRETIONARY,4690726,3212961000,0.08,0.09,218,"236,705",-0.04,0.0714,Q4 2008,272.13,684.96,657.88,13F,2022-11-12,2022-12-24
227,IUSB,FINANCE,64203003,3186395000,0.08,0.08,219,"4,455,849",0.07,,Q4 2016,51.86,49.63,46.65,13F,2022-11-13,2022-12-25
228,ALL,FINANCE,22998311,3185497000,0.08,0.07,220,"431,617",-0.01,0.0836,Q3 2007,86.56,138.51,130.87,13F,2022-11-14,2022-12-26
229,SBAC,UTILITIES AND TELECOMMUNICATIONS,9219617,3172471000,0.08,0.1,221,"676,197",-0.06,0.0855,Q4 2007,159.97,344.1,324.21,13F,2022-11-15,2022-12-27
230,ABB,INDUSTRIALS,101521183,3144111038,0.08,0,222,"100,523,633",100.77,0.0517,-,,,26.9,13G,2022-11-16,2022-12-28
231,CRWD,INFORMATION TECHNOLOGY,13715896,3114606000,0.08,0.07,223,"79,975",,0.0643,Q2 2019,145.3,227.08,190.38,13F,2022-11-17,2022-12-29
232,BAX,HEALTH CARE,39996135,3101300000,0.08,0.09,224,"114,001",,0.0794,Q3 2007,58.94,77.54,65.18,13F,2022-11-18,2022-12-30
233,KMI,UTILITIES AND TELECOMMUNICATIONS,163931651,3099947000,0.08,0.07,225,"6,900,730",-0.04,0.0723,Q2 2011,20.06,18.91,16.97,13F,2022-11-19,2022-12-31
234,MCHP,INFORMATION TECHNOLOGY,44943215,3377035000,0.09,0.1,201,"1,949,773",0.04,0.0811,Q3 2007,78.66,75.14,59.45,13F,2022-11-20,2023-01-01
235,LHX,INFORMATION TECHNOLOGY,12454934,3094678000,0.08,0.07,226,"174,922",0.01,0.0646,Q3 2007,157.65,248.47,221.91,13F,2022-11-21,2023-01-02
236,OKE,UTILITIES AND TELECOMMUNICATIONS,43648209,3082875000,0.08,0.07,227,"1,881,653",-0.04,0.0977,Q1 2009,57.19,70.63,54.85,13F,2022-11-22,2023-01-03
237,HLT,CONSUMER DISCRETIONARY,20226923,3069233000,0.08,0.08,228,"115,179",,0.0727,Q4 2013,78.44,151.74,113.31,13F,2022-11-23,2023-01-04
238,AZO,CONSUMER DISCRETIONARY,1500992,3068897000,0.08,0.08,229,"12,887",,0.077,Q3 2007,767.2,2044.58,2175.34,13F,2022-11-24,2023-01-05
239,ODFL,TRANSPORTS,10261411,3064880000,0.08,0.09,230,"253,333",0.02,0.0905,Q4 2009,139.78,298.68,250.9,13F,2022-11-25,2023-01-06
240,ARE,REAL ESTATE,15139838,3046894000,0.08,0.08,231,"226,651",0.01,0.0928,Q2 2009,134.07,201.25,137.41,13F,2022-11-26,2023-01-07
241,WBD,COMMUNICATIONS,167322661,3036906297,0.08,0.01,232,"152,548,167",10.32,0.0689,-,,,13.63,13G,2022-11-27,2023-01-08
242,MPWR,INFORMATION TECHNOLOGY,6249482,3035249000,0.08,0.08,233,"269,551",0.04,0.134,Q1 2009,186.72,485.68,395.98,13F,2022-11-28,2023-01-09
243,ENPH,INFORMATION TECHNOLOGY,15018530,3030439000,0.08,0.07,234,"57,051",,0.1112,Q1 2017,68.76,201.78,196.92,13F,2022-11-29,2023-01-10
244,PSX,ENERGY,35037013,3026848000,0.08,0.06,235,"3,733,025",0.11,0.0728,Q2 2012,82.56,86.39,78.55,13F,2022-11-30,2023-01-11
245,CTAS,INDUSTRIALS,7057910,3002364000,0.08,0.07,236,"893,231",0.14,0.069,Q4 2008,192.13,425.39,387.13,13F,2022-12-01,2023-01-12
246,EXR,REAL ESTATE,14567748,2995127000,0.08,0.09,237,"585,469",-0.03,0.1085,Q4 2009,81.62,205.6,167.47,13F,2022-12-02,2023-01-13
247,TROW,FINANCE,19713986,2980558000,0.08,0.09,238,"904,707",0.04,0.0867,Q3 2007,86.07,151.19,111.63,13F,2022-12-03,2023-01-14
248,BIIB,HEALTH CARE,14121097,2973904000,0.08,0.08,239,"399,143",0.02,0.0964,Q3 2007,270.82,210.6,214.27,13F,2022-12-04,2023-01-15
249,DOW,MATERIALS,46573072,2967636000,0.08,0.07,240,"836,928",0.01,0.064,Q2 2019,50.13,63.72,48.9,13F,2022-12-05,2023-01-16
250,SIVB,FINANCE,5302020,2966216000,0.08,0.09,241,"154,048",0.02,0.0901,Q2 2009,277.58,559.45,393.14,13F,2022-12-06,2023-01-17
251,EA,INFORMATION TECHNOLOGY,23223299,2937980000,0.08,0.08,242,"305,274",-0.01,0.0831,Q3 2007,102.46,126.51,122.29,13F,2022-12-07,2023-01-18
252,AFL,FINANCE,45597542,2936024000,0.08,0.07,243,"102,919",,0.0708,Q3 2007,34.47,64.39,53.45,13F,2022-12-08,2023-01-19
253,IEMG,FINANCE,52819783,2934139000,0.08,0.08,244,"1,589,896",0.03,,Q4 2012,53.41,55.55,47.1,13F,2022-12-09,2023-01-20
254,CBRE,REAL ESTATE,31997854,2928443000,0.08,0.09,245,"254,645",,0.0979,Q4 2008,46.63,91.52,74.89,13F,2022-12-10,2023-01-21
255,MTD,INFORMATION TECHNOLOGY,2127758,2921815000,0.08,0.09,246,"100,381",0.04,0.0936,Q4 2008,665.58,1373.19,1138.22,13F,2022-12-11,2023-01-22
256,HSY,CONSUMER STAPLES,13432299,2909840000,0.08,0.07,247,"113,504",,0.092,Q4 2008,115.83,216.63,217.87,13F,2022-12-12,2023-01-23
257,KEYS,HEALTH CARE,18230643,2879895000,0.08,0.09,248,"334,181",0.01,0.1013,Q4 2014,76.06,157.97,138.57,13F,2022-12-13,2023-01-24
258,TT,INDUSTRIALS,18729271,2859958000,0.08,0.1,249,"930,104",-0.04,0.0801,Q3 2007,96.54,152.7,127.34,13F,2022-12-14,2023-01-25
259,TDG,INDUSTRIALS,4336367,2825316000,0.07,0.07,250,"107,621",0.02,0.0794,Q2 2009,327.67,651.54,534.61,13F,2022-12-15,2023-01-26
260,LHX,INFORMATION TECHNOLOGY,12454934,3094678000,0.08,0.07,226,"174,922",0.01,0.0646,Q3 2007,157.65,248.47,221.91,13F,2022-12-16,2023-01-27
261,WEC,UTILITIES AND TELECOMMUNICATIONS,28149277,2809581000,0.07,0.08,251,"4,891,089",-0.14,0.0892,Q3 2007,70.91,99.81,100.11,13F,2022-12-17,2023-01-28
262,AJG,FINANCE,16065209,2804987000,0.07,0.07,252,"202,510",-0.01,0.0765,Q3 2007,64.46,174.6,162.74,13F,2022-12-18,2023-01-29
263,MAR,CONSUMER DISCRETIONARY,15956130,2804289000,0.07,0.07,253,"123,001",,0.0488,Q4 2008,93.86,175.75,140.78,13F,2022-12-19,2023-01-30
264,HES,ENERGY,26172982,2801554000,0.07,0.04,254,"3,340,817",0.14,0.0841,Q3 2007,59.75,107.04,94.19,13F,2022-12-20,2023-01-31
265,RSG,INDUSTRIALS,21085318,2793803000,0.07,0.07,255,"427,719",0.02,0.0667,Q3 2007,70.02,132.5,128.37,13F,2022-12-21,2023-02-01
266,ALGN,HEALTH CARE,6373398,2778802000,0.07,0.1,256,"630,238",0.1,0.0809,Q4 2009,219.3,436,247.18,13F,2022-12-22,2023-02-02
267,HAL,ENERGY,72922850,2761589000,0.07,0.04,257,"5,460,366",0.08,0.0808,Q3 2007,38.61,37.87,27.34,13F,2022-12-23,2023-02-03
268,BK,FINANCE,55564624,2757674000,0.07,0.08,258,"125,465",,0.0688,Q3 2007,46.55,49.63,40.44,13F,2022-12-24,2023-02-04
269,PPG,MATERIALS,21037202,2757343000,0.07,0.09,259,"414,807",-0.01,0.0891,Q3 2007,108.81,131.07,114.84,13F,2022-12-25,2023-02-05
270,WDAY,COMMUNICATIONS,11491086,2751659000,0.07,0.08,260,"218,280",0.01,0.6048,Q4 2012,143.15,239.46,137.92,13F,2022-12-26,2023-02-06
271,MDB,INFORMATION TECHNOLOGY,6194507,2747821000,0.07,0.08,261,"454,769",0.07,0.0909,Q4 2017,233.2,443.59,278.91,13F,2022-12-27,2023-02-07
272,FAST,INDUSTRIALS,46254527,2747517000,0.07,0.07,262,"1,746,661",0.03,0.0804,Q4 2009,31.49,59.4,47.34,13F,2022-12-28,2023-02-08
273,TEL,INFORMATION TECHNOLOGY,20944259,2743278000,0.07,0.08,263,"399,898",0.01,0.065,Q4 2008,87.79,130.98,112.42,13F,2022-12-29,2023-02-09
274,STZ,CONSUMER STAPLES,11738986,2703724000,0.07,0.07,264,"140,074",0.01,0.0737,Q3 2007,165.82,230.32,250.97,13F,2022-12-30,2023-02-10
275,ZBH,HEALTH CARE,21114785,2700583000,0.07,0.07,265,"1,299,934",-0.05,0.1007,Q4 2008,126.34,127.9,101.65,13F,2022-12-31,2023-02-11
276,IWM,FINANCE,13149815,2699262000,0.07,0.07,266,"211,374",0.01,,Q4 2009,142.36,205.27,169.56,13F,2023-01-01,2023-02-12
277,CARR,INDUSTRIALS,58476078,2682299000,0.07,0.08,267,"343,891",,0.0689,Q1 2020,22.22,45.87,35.61,13F,2023-01-02,2023-02-13
278,EBAY,CONSUMER DISCRETIONARY,46538155,2664774000,0.07,0.08,268,"942,074",0.02,0.0831,Q3 2007,37.08,57.26,42.03,13F,2023-01-03,2023-02-14
279,AWK,UTILITIES AND TELECOMMUNICATIONS,16020442,2651862000,0.07,0.08,269,"172,321",-0.01,0.0881,Q2 2009,91.28,165.53,146.54,13F,2023-01-04,2023-02-15
280,DLTR,CONSUMER DISCRETIONARY,16463828,2636682000,0.07,0.06,270,"91,905",,0.0733,Q3 2008,87.18,160.15,168.76,13F,2023-01-05,2023-02-16
281,MAA,REAL ESTATE,12547537,2628082000,0.07,0.07,271,"49,326",,0.1087,Q4 2009,115.46,209.45,165.29,13F,2023-01-06,2023-02-17
282,IFF,MATERIALS,19967248,2622298000,0.07,0.07,272,"768,929",0.04,0.0784,Q4 2008,131.89,131.33,113.16,13F,2023-01-07,2023-02-18
283,ROST,CONSUMER DISCRETIONARY,28971315,2620746000,0.07,0.08,273,"1,063,712",0.03,0.0828,Q4 2007,73.95,90.46,76.97,13F,2023-01-08,2023-02-19
284,SNOW,INFORMATION TECHNOLOGY,11379286,2607336000,0.07,0.08,274,"1,751,250",0.18,0.0358,Q3 2020,277.35,229.13,146.2,13F,2023-01-09,2023-02-20
285,OTIS,INDUSTRIALS,33882793,2607281000,0.07,0.08,275,"3,198,494",-0.08,0.0801,Q2 2020,59.46,76.95,68.99,13F,2023-01-10,2023-02-21
286,WEC,UTILITIES AND TELECOMMUNICATIONS,28149277,2809581000,0.07,0.08,251,"4,891,089",-0.14,0.0892,Q3 2007,70.91,99.81,100.11,13F,2023-01-11,2023-02-22
287,VTR,REAL ESTATE,42196028,2606027000,0.07,0.06,276,"219,004",,0.1056,Q4 2007,61.75,61.76,49.89,13F,2023-01-12,2023-02-23
288,VRSK,INDUSTRIALS,12140927,2605808000,0.07,0.07,277,"456,834",0.03,0.0769,Q4 2009,103.8,214.63,175.93,13F,2023-01-13,2023-02-24
289,DD,MATERIALS,35216401,2591222000,0.07,0.07,278,"962,720",-0.02,0.0693,Q3 2007,90.73,73.58,53.49,13F,2023-01-14,2023-02-25
290,SYY,CONSUMER STAPLES,31668083,2585695000,0.07,0.06,279,"148,215",,0.0622,Q4 2008,55.98,81.65,86.74,13F,2023-01-15,2023-02-26
291,WBA,CONSUMER STAPLES,57751600,2585537000,0.07,0.07,280,"2,719,081",0.04,0.0668,Q4 2008,73.68,44.77,36.86,13F,2023-01-16,2023-02-27
292,ROK,INDUSTRIALS,9227972,2584111000,0.07,0.08,281,"261,227",0.02,0.0794,Q4 2008,168.18,280.03,199.68,13F,2023-01-17,2023-02-28
293,AMP,FINANCE,8592034,2580702000,0.07,0.06,282,"178,170",0.02,0.0782,Q3 2007,142.03,300.36,223.12,13F,2023-01-18,2023-03-01
294,BKR,ENERGY,70749742,2575998000,0.07,0.04,283,"219,149",,0.0719,Q3 2007,32.78,36.41,26.34,13F,2023-01-19,2023-03-02
295,ABC,CONSUMER STAPLES,16455417,2545819000,0.07,0.04,284,"3,419,393",0.26,0.0786,Q3 2007,109.32,154.71,139.53,13F,2023-01-20,2023-03-03
296,GPN,INFORMATION TECHNOLOGY,18493619,2530666000,0.07,0.06,285,"367,532",0.02,0.0657,Q3 2007,126.09,136.84,111.33,13F,2023-01-21,2023-03-04
297,LH,HEALTH CARE,9576779,2525014000,0.07,0.07,286,"1,302,369",0.15,0.1033,Q3 2007,173.99,263.66,240.37,13F,2023-01-22,2023-03-05
298,CMI,INDUSTRIALS,12299282,2522705000,0.07,0.07,287,"544,899",0.04,0.0872,Q3 2007,162.83,205.11,194.83,13F,2023-01-23,2023-03-06
299,EXPE,CONSUMER DISCRETIONARY,12844679,2513317000,0.07,0.05,288,"2,624,122",0.25,0.0847,Q3 2007,146.7,195.67,89.43,13F,2023-01-24,2023-03-07
300,CPRT,INDUSTRIALS,19934489,2501179000,0.07,0.08,289,"485,924",0.02,0.0839,Q3 2007,48.11,125.47,113.06,13F,2023-01-25,2023-03-08
301,UBER,CONSUMER DISCRETIONARY,70065261,2499929000,0.07,0.07,290,"2,526,015",0.03,0.0377,Q2 2019,39.29,35.68,20.65,13F,2023-01-26,2023-03-09
302,APTV,INDUSTRIALS,20684716,2476166000,0.07,0.08,291,"488,018",0.02,0.0763,Q1 2012,65.34,119.71,87.58,13F,2023-01-27,2023-03-10
303,LNG,ENERGY,17828164,2471874000,0.07,0.05,292,"413,932",0.02,0.0702,Q2 2010,60.89,138.65,123.88,13F,2023-01-28,2023-03-11
304,WTW,FINANCE,10284486,2429403000,0.06,0.07,293,"600,846",-0.05,0.0922,Q3 2009,169.74,,193.24,13F,2023-01-29,2023-03-12
305,STT,FINANCE,27730795,2415908000,0.06,0.07,294,"83,222",,0.0755,Q3 2007,76.49,87.12,59.84,13F,2023-01-30,2023-03-13
306,LULU,CONSUMER DISCRETIONARY,6610763,2414447000,0.06,0.07,295,"87,610",0.01,0.054,Q2 2008,134.28,365.23,278.99,13F,2023-01-31,2023-03-14
307,ANET,INFORMATION TECHNOLOGY,17368275,2413842000,0.06,0.06,296,"37,736",,0.0563,Q3 2014,147.47,138.98,99.1,13F,2023-02-01,2023-03-15
308,ANSS,INFORMATION TECHNOLOGY,8729071,2406517584,0.06,0.07,297,"67,428",,0.1003,-,,,234.4,13G,2023-02-02,2023-03-16
309,PH,INDUSTRIALS,8370982,2375349000,0.06,0.07,298,"464,261",-0.05,0.0652,Q3 2007,166.4,283.76,244.66,13F,2023-02-03,2023-03-17
310,MTCH,CONSUMER DISCRETIONARY,29817008,2360016183,0.06,0.08,299,"2,252,052",0.08,0.1044,-,,,64,13G,2023-02-04,2023-03-18
311,DHI,CONSUMER DISCRETIONARY,31649091,2358173000,0.06,0.1,300,"3,145,414",-0.09,0.0899,Q4 2008,41.49,74.51,72.64,13F,2023-02-05,2023-03-19
312,VTR,REAL ESTATE,42196028,2606027000,0.07,0.06,276,"219,004",,0.1056,Q4 2007,61.75,61.76,49.89,13F,2023-02-06,2023-03-20
313,ZBRA,INFORMATION TECHNOLOGY,5689615,2353794000,0.06,0.08,301,"387,318",0.07,0.1083,Q2 2009,242.16,413.7,290.8,13F,2023-02-07,2023-03-21
314,FITB,FINANCE,54231343,2334117000,0.06,0.06,302,"744,912",0.01,0.0793,Q2 2008,24.69,43.04,32.21,13F,2023-02-08,2023-03-22
315,BALL,MATERIALS,25742704,2316842000,0.06,0.06,303,"66,228",,0.0805,Q3 2007,44.42,90,66.65,13F,2023-02-09,2023-03-23
316,LYB,MATERIALS,22505077,2313972000,0.06,0.05,304,"2,250,885",0.11,0.0687,Q4 2010,90.27,102.82,83.6,13F,2023-02-10,2023-03-24
317,DFS,FINANCE,20961715,2309769000,0.06,0.06,305,"351,679",0.01,0.0746,Q4 2008,71.22,110.19,99.31,13F,2023-02-11,2023-03-25
318,VRSN,COMMUNICATIONS,10364854,2305766000,0.06,0.07,306,"262,334",0.02,0.0946,Q2 2008,126.02,222.46,173.99,13F,2023-02-12,2023-03-26
319,TSCO,CONSUMER DISCRETIONARY,11441630,2304916364,0.06,0.07,307,"328,169",0.02,0.1023,-,,,201.78,13G,2023-02-13,2023-03-27
